Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Mean Humidity (%)
Changi,2014,11,26,39.4,32.2,38.4,38.4,27.3,32.5,23.7,5.5,23.8,86.5
Changi,2014,11,27,0,0,0,0,27.7,31,25.2,7.6,27.4,84.1
Changi,2014,11,28,0.6,0.2,0.4,0.4,28,30.9,26.2,6.7,29.5,84.2
Changi,2014,11,29,0.6,0.2,0.4,0.6,26.6,31.4,24.9,5.5,28.1,83.2
Changi,2014,11,30,0,0,0,0,27.9,31,24.8,5.9,27.7,79.4
Changi,2014,10,1,0,0,0,0,29.1,32.6,27,11.9,33.1,76
Changi,2014,10,2,0,0,0,0,28.9,31.5,26.8,10.3,24.8,74.5
Changi,2014,10,3,0,0,0,0,28.9,32.6,25.9,12.2,42.1,74.8
Changi,2014,10,4,6.6,5,6,6.6,27.5,30.2,24.1,8.6,37.1,80.1
Changi,2014,10,5,0,0,0,0,27.2,30.8,25.2,8.7,36.4,77.9
Changi,2014,10,6,0,0,0,0,28.7,31.9,25.8,8.9,28.4,71.2
Changi,2014,10,7,0,0,0,0,29,32,27,13.4,32.8,73.6
Changi,2014,10,8,0,0,0,0,29.3,32.2,27,8.6,25.2,73.5
Changi,2014,10,9,0,0,0,0,29.2,32.1,27.4,12,33.1,73
Changi,2014,10,10,0,0,0,0,29.5,32.6,27.8,12.3,28.1,71.6
Changi,2014,10,11,0,0,0,0,28.8,32.2,26.8,7.5,33.8,76.8
Changi,2014,10,12,0,0,0,0,28.4,32.6,26.5,7.9,25.6,76.8
Changi,2014,10,13,0,0,0,0,29.1,34.1,26.4,7.6,32.8,72.1
Changi,2014,10,14,0,0,0,0,28.5,33.8,26,6.7,29.2,78.3
Changi,2014,10,15,0,0,0,0,29,32.8,26.3,8.8,30.6,77.3
Changi,2014,10,16,32.6,15.2,18,24,27.5,31.2,24.2,5.8,31.3,85.5
Changi,2014,10,17,2.4,2.4,2.4,2.4,28.4,32.4,25.6,7.8,37.8,82.3
Changi,2014,10,18,2.8,0.8,1.2,1.8,27.4,31.6,24.7,7.3,29.2,82.8
Changi,2014,10,19,0,0,0,0,27.6,32,24.8,6.5,30.6,82.4
Changi,2014,10,20,0,0,0,0,28.8,32.5,25.4,9.2,33.5,77.7
Changi,2014,10,21,4.6,1.8,2.6,2.8,27.2,29.3,24.9,5.2,25.6,85.4
Changi,2014,10,22,6,2.4,4,5.4,26,28.1,24.8,3.7,15.8,88.9
Changi,2014,10,23,0,0,0,0,28.2,32.4,25,6,28.1,77.6
Changi,2014,10,24,0,0,0,0,28.7,33.1,25.1,8.4,28.8,74.9
Changi,2014,10,25,0,0,0,0,29.2,33.2,26.1,9.5,28.8,74.2
Changi,2014,10,26,0,0,0,0,29.4,33.1,26.9,10.6,35.3,74.3
Changi,2014,10,27,32.8,21,28.2,28.2,27.5,32.1,24.4,5.8,34.2,84.9
Changi,2014,10,28,3.2,3.2,3.2,3.2,28,32.4,25,5,19.4,79.9
Changi,2014,10,29,0,0,0,0,29,33,25.7,8.9,34.2,76.8
Changi,2014,10,30,11.6,11,11.4,11.6,28.5,33.5,24.9,6.9,29.5,80.2
Changi,2014,10,31,17.4,16.6,17.4,17.4,27.7,32.6,24,5.4,37.4,84.3
Changi,2014,9,1,0,0,0,0,29.1,32.5,26.7,13.3,34.6,70.6
Changi,2014,9,2,0,0,0,0,28.7,31.6,25.8,8.7,30.6,76.5
Changi,2014,9,3,9.2,5.4,8.6,9.2,26.9,31.3,23.4,6.4,33.8,85.5
Changi,2014,9,4,0,0,0,0,28,32.2,24.2,6.9,22,80.1
Changi,2014,9,5,0,0,0,0,28.3,31.2,25.2,7.6,34.2,77.1
Changi,2014,9,6,0,0,0,0,27.7,30.7,25.1,9.2,45.7,72.4
Changi,2014,9,7,0.8,0.6,0.6,0.6,27.9,31.5,25.9,6.5,24.8,78.8
Changi,2014,9,8,0,0,0,0,28.9,32,25.9,7.7,27,79.2
Changi,2014,9,9,1,0.8,1,1,28.2,31.9,25,10,33.1,80.3
Changi,2014,9,10,3.2,3.2,3.2,3.2,28.7,31.6,25.5,9.4,38.9,77.5
Changi,2014,9,11,1.4,1.4,1.4,1.4,27.4,30.5,24.9,9.4,40.3,80.8
Changi,2014,9,12,0,0,0,0,28.4,31.4,25,11.2,38.5,78.3
Changi,2014,9,13,0,0,0,0,28.9,31.9,26.1,9.4,38.9,76.6
Changi,2014,9,14,0,0,0,0,29,31.5,27,7.4,30.6,75
Changi,2014,9,15,0,0,0,0,29.2,32.5,27.2,10.2,38.9,70.8
Changi,2014,9,16,0,0,0,0,29.2,32.8,26.9,15.6,43.9,68
Changi,2014,9,17,0,0,0,0,28.9,31.7,27.2,13.4,37.8,75.2
Changi,2014,9,18,0,0,0,0,29.2,32.3,27.4,12.8,40.7,76.5
Changi,2014,9,19,0,0,0,0,29.5,32.9,27.3,12.6,33.5,76.5
Changi,2014,9,20,31.6,29.8,31.4,31.4,28.1,32.2,22.4,8.9,61.9,78.8
Changi,2014,9,21,3.6,1.8,3,3.4,27.7,31.3,23.5,6,28.4,79.7
Changi,2014,9,22,0,0,0,0,29,33.2,25.4,14.6,38.9,69.9
Changi,2014,9,23,0,0,0,0,29.2,32.4,26.9,13.8,35.3,70.6
Changi,2014,9,24,9.4,7,7,7,28.7,32.2,24.9,12.1,61.6,78.4
Changi,2014,9,25,23.4,13,14.4,16.4,26.4,29.4,23.3,6.6,49,85.8
Changi,2014,9,26,0,0,0,0,28.3,32.3,25.6,8.2,30.2,77.6
Changi,2014,9,27,0,0,0,0,28.7,32.6,26.3,10.7,39.6,77.2
Changi,2014,9,28,0,0,0,0,28.9,32.1,26.8,11.4,32.4,75.7
Changi,2014,9,29,0,0,0,0,28.9,31.3,26.9,11.4,28.4,74.1
Changi,2014,9,30,0,0,0,0,29.1,32.3,27,9.5,40.7,75.2
Changi,2014,8,1,0,0,0,0,28.7,31.2,27.1,7.5,27.7,76.5
Changi,2014,8,2,11.8,11.2,11.8,11.8,28.6,31.6,23.5,11.2,32,79.2
Changi,2014,8,3,0,0,0,0,28.6,31.1,26.3,6.8,29.9,77.6
Changi,2014,8,4,1.2,1.2,1.2,1.2,28.5,30.5,25.2,9.4,36,79.4
Changi,2014,8,5,7.4,2.6,3.8,5.2,26.5,28.5,23.9,6.7,38.9,85.6
Changi,2014,8,6,0.4,0.4,0.4,0.4,27.7,29.8,25.9,6.6,39.2,81.4
Changi,2014,8,7,9.2,9.2,9.2,9.2,27.5,30.8,23.6,7.1,52.9,79.5
Changi,2014,8,8,2,2,2,2,27.6,29.7,24.9,8.1,41,80.1
Changi,2014,8,9,0,0,0,0,28.6,31.7,26.7,14,42.1,76.5
Changi,2014,8,10,0,0,0,0,28.2,31.6,27,9.8,32.4,77.1
Changi,2014,8,11,0,0,0,0,28.1,30.8,26.6,8.4,35.3,78.5
Changi,2014,8,12,1.4,0.8,1.2,1.4,26.7,28.5,25.1,6.1,31.7,84.4
Changi,2014,8,13,2.4,0.6,1,1.6,26.2,27.2,25,5.9,21.2,84.5
Changi,2014,8,14,41.2,33.6,37.8,39.8,26.8,29.4,23.5,7.1,23.8,82.9
Changi,2014,8,15,0.6,0.6,0.6,0.6,26.6,29,25.5,5.4,40.3,84.6
Changi,2014,8,16,0,0,0,0,28.1,30.7,25.7,8.6,30.2,76.6
Changi,2014,8,17,0,0,0,0,28.4,30.6,26.8,11.2,29.9,75.9
Changi,2014,8,18,10.4,9.8,9.8,9.8,28.4,31,25.2,11.9,46.8,78
Changi,2014,8,19,0,0,0,0,28.2,31.1,26.2,8.6,36,77.6
Changi,2014,8,20,12,9.8,10.2,10.2,27.5,31.1,24.7,8.7,32.8,84.7
Changi,2014,8,21,1.6,1.6,1.6,1.6,28,31.1,26.1,8.5,29.5,80.8
Changi,2014,8,22,0,0,0,0,28.7,31.4,26.9,15.2,37.8,77.1
Changi,2014,8,23,0.8,0.4,0.4,0.4,28.7,31.9,26.7,11.7,31.3,77.8
Changi,2014,8,24,0,0,0,0,27.4,30.8,25.7,6.5,32.4,83.1
Changi,2014,8,25,7.2,4.4,4.4,4.6,26.6,30.4,24.2,6.3,44.6,85.3
Changi,2014,8,26,44.2,31.4,41.4,42.4,26.8,29.8,23.6,6.3,33.8,86.1
Changi,2014,8,27,8.4,5,7.2,8.4,26.9,30.1,23.2,6.9,38.2,82.1
Changi,2014,8,28,38.8,33.4,38.2,38.8,26.6,29.8,23.5,5.8,32,79.7
Changi,2014,8,29,39.4,36.4,39.2,39.4,26.8,30.3,22,6.6,34.6,81.3
Changi,2014,8,30,0,0,0,0,27.4,31.6,24.5,8.9,27.4,82.7
Changi,2014,8,31,0.6,0.4,0.4,0.6,28,30.2,25.6,10.8,38.9,79.8
Changi,2014,7,1,0,0,0,0,28.2,32.6,25.9,5.9,27.7,77.7
Changi,2014,7,2,0,0,0,0,28.7,31.6,26,8,34.9,79.6
Changi,2014,7,3,0.2,0.2,0.2,0.2,28.6,31.2,26.8,6.6,29.5,79.3
Changi,2014,7,4,19.4,18,19,19,28.1,29.9,23.9,5.8,44.3,85.1
Changi,2014,7,5,0.8,0.6,0.8,0.8,27.9,30.7,24.3,5.8,37.1,84.3
Changi,2014,7,6,2.2,1.8,2,2,28.7,31.5,25.2,5.7,37.8,82
Changi,2014,7,7,3.6,3.4,3.4,3.6,28.5,31.5,24.4,6.6,38.2,79
Changi,2014,7,8,12.6,10.8,12.2,12.4,28,31.7,22.7,7,41.4,79.7
Changi,2014,7,9,12.6,10.4,11.2,11.6,27.3,28.3,22.6,7.9,59.8,85.7
Changi,2014,7,10,0.2,0.2,0.2,0.2,28.7,32.1,26.9,9.9,34.9,81.4
Changi,2014,7,11,26.8,24.6,25.6,26.4,28,32,24.1,6.6,27.4,83.8
Changi,2014,7,12,0,0,0,0,27.7,31.1,25.3,5.8,31.3,80.2
Changi,2014,7,13,0,0,0,0,29,32.1,26.7,10,27.4,73.8
Changi,2014,7,14,0,0,0,0,29.8,32.5,27.6,9.2,28.1,71.3
Changi,2014,7,15,0,0,0,0,29.6,32.2,28.4,12.8,30.2,76.9
Changi,2014,7,16,0,0,0,0,29.4,32.4,27.4,10.8,30.6,77.9
Changi,2014,7,17,7.8,7.6,7.8,7.8,28.1,30.1,23.4,7.3,27,83.4
Changi,2014,7,18,0,0,0,0,29.1,31.4,27.2,9.9,32.8,77.8
Changi,2014,7,19,0.6,0.4,0.4,0.6,28.8,31.1,26.7,9.8,46.4,79.1
Changi,2014,7,20,0,0,0,0,29.3,32.2,26.7,9.2,30.6,77.4
Changi,2014,7,21,0,0,0,0,29.5,31.9,27.4,11.2,35.6,74.7
Changi,2014,7,22,0,0,0,0,29.6,32.4,27.8,12.6,35.3,74.1
Changi,2014,7,23,0,0,0,0,29.8,32.3,27.9,11,33.1,75.2
Changi,2014,7,24,0,0,0,0,29.6,31.8,27.7,11.5,33.5,75.2
Changi,2014,7,25,0,0,0,0,29.7,33.2,27.4,11.4,33.5,74.3
Changi,2014,7,26,0,0,0,0,29.9,33.1,28.1,13.8,35.6,74.5
Changi,2014,7,27,27.8,15.4,27,27.6,28.2,31,23.2,8.6,31.3,80.5
Changi,2014,7,28,0,0,0,0,29,31.9,27.2,8.4,38.9,78.5
Changi,2014,7,29,29,18.4,18.8,19.4,27.6,32,21.1,9.7,70.6,82.7
Changi,2014,7,30,4,2.8,3.4,3.6,27.8,31.4,24.7,8.7,37.1,85.6
Changi,2014,7,31,1,1,1,1,27.6,29.2,24.7,7,27.7,82
Changi,2014,6,1,18,17.2,17.2,17.2,28.1,31.9,24.2,7.9,42.1,82.7
Changi,2014,6,2,0,0,0,0,28.7,31.2,26.6,6,24.5,82.5
Changi,2014,6,3,0,0,0,0,29.4,32.2,27.6,10.5,27.7,74.8
Changi,2014,6,4,6.6,2.8,3,3.2,27.7,28.7,25.6,6.6,30.2,87.3
Changi,2014,6,5,8.8,3.2,3.4,4.2,27,30.5,25.3,6.3,32,88.5
Changi,2014,6,6,4.2,1.6,2,3.6,27.4,31.2,25.6,6.9,39.6,88.3
Changi,2014,6,7,0,0,0,0,29,32.2,26.2,12.1,36.4,82.9
Changi,2014,6,8,0,0,0,0,29.7,32.6,27.5,9.7,32.4,76.2
Changi,2014,6,9,0,0,0,0,29.4,32.7,27.7,7,36.4,79.7
Changi,2014,6,10,1.6,1,1.4,1.6,29.2,33,26.1,6.3,27.4,82.8
Changi,2014,6,11,0,0,0,0,29.9,32.9,27.2,7.6,28.8,79.2
Changi,2014,6,12,4.4,3.8,4,4.2,29.2,32.5,23,9.1,60.5,77.2
Changi,2014,6,13,0,0,0,0,29.7,32.8,27.4,8.2,31.7,76.8
Changi,2014,6,14,18.8,16.4,18.4,18.6,27.6,30.3,23,5.8,46.4,82.8
Changi,2014,6,15,0,0,0,0,29.4,32.3,27.4,6.8,24.1,78.8
Changi,2014,6,16,0,0,0,0,30.1,32.8,28.3,8.7,30.2,74.4
Changi,2014,6,17,0,0,0,0,30.3,33,28.2,11.8,28.8,74.8
Changi,2014,6,18,2.4,1.6,1.6,2,28.9,32.3,23.9,8.1,43.9,76.8
Changi,2014,6,19,3.2,2.4,3,3.2,29,32.9,24.5,8.1,38.5,74
Changi,2014,6,20,0,0,0,0,30.4,33.3,28.3,10.6,27.7,74.7
Changi,2014,6,21,0,0,0,0,30.6,33.6,28.2,9,28.4,71.8
Changi,2014,6,22,0,0,0,0,29.8,33.4,26.7,6.6,25.2,75.3
Changi,2014,6,23,0,0,0,0,29.7,33.2,27.5,6.1,28.1,72.8
Changi,2014,6,24,1,0.8,1,1,29.3,32.1,25.2,7.8,32.4,75.8
Changi,2014,6,25,0,0,0,0,28.6,30.7,25.2,8.2,32,76.8
Changi,2014,6,26,0,0,0,0,29.4,32,27.4,9.3,39.6,76.9
Changi,2014,6,27,0,0,0,0,28,29.8,26.2,7.4,37.8,76.4
Changi,2014,6,28,0,0,0,0,28.8,32.2,26.9,6.4,27,74.5
Changi,2014,6,29,0,0,0,0,29.2,32.4,27,5.7,31.7,75.8
Changi,2014,6,30,2.4,2,2.2,2.4,27.6,31,24.6,6.9,35.3,79.7
Changi,2014,5,1,0.4,0.2,0.4,0.4,28.4,30.8,24.5,6.2,29.9,79.1
Changi,2014,5,2,0,0,0,0,29.4,32.7,26.8,8,27,76
Changi,2014,5,3,0,0,0,0,29.6,33.7,27.4,10.3,29.2,78.3
Changi,2014,5,4,1.4,1.4,1.4,1.4,29.5,33.4,26.6,8,31.7,79.7
Changi,2014,5,5,0,0,0,0,29.4,33.1,26.8,9.5,37.8,79.7
Changi,2014,5,6,0.2,0.2,0.2,0.2,29.8,33.3,27.2,9.7,35.3,79.5
Changi,2014,5,7,18.4,9.4,13.6,14.6,28,33.8,24.3,5.9,32,84.5
Changi,2014,5,8,10.6,10,10.4,10.6,27.4,32.4,25,4.4,30.2,85
Changi,2014,5,9,1.4,1.4,1.4,1.4,29,32,26.6,7.2,22,80.9
Changi,2014,5,10,0,0,0,0,29.9,33.3,27.8,8.1,32,76
Changi,2014,5,11,0,0,0,0,29,33.6,26.6,6.3,37.8,80.3
Changi,2014,5,12,0.4,0.4,0.4,0.4,28.2,31.6,26.5,5.9,35.3,82.3
Changi,2014,5,13,0,0,0,0,29.2,32.6,26.3,5.9,27,77.6
Changi,2014,5,14,1.6,1.6,1.6,1.6,28.4,31,26.4,6.8,31.3,81.1
Changi,2014,5,15,12.2,11,12.2,12.2,29.5,33.1,26.8,6.6,25.2,73.5
Changi,2014,5,16,20.2,18.2,20.2,20.2,28.6,31.5,23,6.4,42.5,79.9
Changi,2014,5,17,0,0,0,0,28.6,30.8,27.1,5.6,29.5,80
Changi,2014,5,18,22.2,9.4,13.4,16.4,26.7,29.2,23.7,4.5,28.4,87.2
Changi,2014,5,19,7.2,3.8,5,5.2,27.2,30,23.2,6.9,30.6,86.4
Changi,2014,5,20,3.4,1.6,2.8,3.4,27.5,32.4,23.6,6.1,29.5,83.5
Changi,2014,5,21,0,0,0,0,27.7,32.4,26,5.4,26.6,84.6
Changi,2014,5,22,2,0,0,0,28.7,32.1,26,8.2,30.6,82.5
Changi,2014,5,23,3,1.8,2.8,3,27.1,30.7,24.8,5.3,27,86.7
Changi,2014,5,24,0,0,0,0,28.4,32.6,25,9.8,34.6,83.1
Changi,2014,5,25,0,0,0,0,29.3,32.6,26.4,8.4,30.6,78
Changi,2014,5,26,0,0,0,0,28.8,32.4,26.8,6.9,34.2,79.4
Changi,2014,5,27,0.8,0.8,0.8,0.8,28,30.7,25.7,6.5,29.9,82.6
Changi,2014,5,28,2.6,1.6,1.8,2.2,28.8,32.6,26,7.3,27,79
Changi,2014,5,29,17.8,7.8,10.4,13,28.5,32.7,25,5.4,31,80.9
Changi,2014,5,30,0,0,0,0,27.9,31.5,26,5.9,33.8,85.8
Changi,2014,5,31,0,0,0,0,29,31.5,26.5,7.4,39.2,77.3
Changi,2014,4,1,2,2,2,2,28.4,32.4,26.5,7.5,25.9,79.1
Changi,2014,4,2,0,0,0,0,28.8,32.6,26.3,8.6,33.1,76.4
Changi,2014,4,3,0,0,0,0,29.3,34.2,27.1,11,43.2,76.7
Changi,2014,4,4,0,0,0,0,28.6,32.4,26.6,7.4,33.1,78.7
Changi,2014,4,5,23.4,15.2,17.2,17.4,26.4,28,22.8,5.4,28.1,87.7
Changi,2014,4,6,0.2,0.2,0.2,0.2,28,32.5,24.6,10.4,34.6,80.7
Changi,2014,4,7,10,9.8,10,10,28.6,34.5,25,7.6,43.2,74.7
Changi,2014,4,8,6.6,4.2,4.8,6.2,27.6,32.8,25.4,6.9,27.7,83.1
Changi,2014,4,9,1.8,1.4,1.8,1.8,27.6,34,24.5,7.2,37.1,83.3
Changi,2014,4,10,0,0,0,0,28,31.8,25.8,6.2,29.2,82.3
Changi,2014,4,11,2.8,1.4,2.6,2.8,27.5,33,25.3,6.1,34.6,83
Changi,2014,4,12,8,1.4,2.8,5,26.8,30.2,23.9,5,24.1,84.1
Changi,2014,4,13,0,0,0,0,28.5,33.5,25.6,8.3,30.6,80.3
Changi,2014,4,14,0,0,0,0,28.4,32.6,25.8,7.7,30.2,79.3
Changi,2014,4,15,0,0,0,0,28.5,33.4,25.7,7.9,33.1,77.9
Changi,2014,4,16,0.2,0.2,0.2,0.2,28.7,33,26,6.1,23.4,76.1
Changi,2014,4,17,28.8,21.2,26.4,28.8,28.4,31.6,23.5,6.9,25.6,80.8
Changi,2014,4,18,0,0,0,0,28.2,30.9,26.5,6.4,29.2,81.4
Changi,2014,4,19,0,0,0,0,28.9,32.1,26,8.1,28.8,78.7
Changi,2014,4,20,0.2,0.2,0.2,0.2,28.2,31.7,26.4,7.4,32,82.6
Changi,2014,4,21,5.2,2,3.2,5,26.6,29.6,24.7,5.3,39.6,88.9
Changi,2014,4,22,0,0,0,0,27.9,33.7,25.1,6.8,40.3,82.6
Changi,2014,4,23,0,0,0,0,28.6,33,25.6,8.8,32.8,80.4
Changi,2014,4,24,2.2,1.6,2.2,2.2,28.7,33.7,25,8.2,27.4,79
Changi,2014,4,25,0,0,0,0,28.8,34.4,25.4,7.5,33.8,79.2
Changi,2014,4,26,0,0,0,0,29.1,33.6,26.9,6.6,28.4,79.5
Changi,2014,4,27,0.2,0.2,0.2,0.2,28.7,31.7,24.9,6,30.2,79.7
Changi,2014,4,28,0.2,0.2,0.2,0.2,28.6,32.8,26.3,5.9,25.2,80.6
Changi,2014,4,29,4.8,3,3,3,28.3,31.6,26.3,5.1,35.3,83.4
Changi,2014,4,30,13.4,8.2,10.2,13.4,28.2,31.8,26,6.6,26.6,84.3
Changi,2014,3,1,0,0,0,0,27.7,32.7,25.1,14.8,38.9,75.6
Changi,2014,3,2,0,0,0,0,28,33.8,24.8,12.6,36,72
Changi,2014,3,3,0,0,0,0,27.6,32.9,24.7,12,36,75.8
Changi,2014,3,4,0,0,0,0,27.8,32.9,25,13.5,36.4,74.3
Changi,2014,3,5,0,0,0,0,27.6,33.5,24.1,12.9,39.2,69.8
Changi,2014,3,6,0,0,0,0,27.5,33,23.8,11.8,38.2,70
Changi,2014,3,7,0,0,0,0,27.6,32.6,24.2,11.2,32.4,75.3
Changi,2014,3,8,0,0,0,0,27.9,32.8,24.8,13,36.4,75.8
Changi,2014,3,9,0,0,0,0,27.6,32,24.2,14.5,42.1,71.8
Changi,2014,3,10,0,0,0,0,27.8,32.3,24.9,15.7,41.4,73.3
Changi,2014,3,11,0,0,0,0,28.2,33.6,25,14.4,35.3,70.6
Changi,2014,3,12,0,0,0,0,28.3,33.4,25.6,16,37.4,72.3
Changi,2014,3,13,0,0,0,0,28.3,33.8,24.7,13.5,38.9,72.6
Changi,2014,3,14,0,0,0,0,28.6,34.1,25.2,13,41,74.8
Changi,2014,3,15,0,0,0,0,28.6,32.7,25.9,12.4,35.3,76.7
Changi,2014,3,16,52.6,20.4,26.2,37.8,26,28.2,23.6,6.6,40.7,91.8
Changi,2014,3,17,5.4,3.6,4.2,5.2,26.3,30.7,24.3,8.9,36,88.2
Changi,2014,3,18,0.4,0.4,0.4,0.4,27.5,32.7,24.9,8.9,33.1,83
Changi,2014,3,19,0,0,0,0,27.5,32.5,25.4,7.6,29.9,83.1
Changi,2014,3,20,2,2,2,2,27.6,33.6,25.9,7,28.4,83.3
Changi,2014,3,21,5.2,2.8,4.4,4.4,27.7,33.1,25.3,8,24.1,82.8
Changi,2014,3,22,0,0,0,0,27.5,31,25,11.7,31.7,78.3
Changi,2014,3,23,0,0,0,0,27.9,32.8,24.2,11.1,32,72.7
Changi,2014,3,24,0,0,0,0,28.1,33,24.7,11.5,32.8,75.9
Changi,2014,3,25,0,0,0,0,28.5,33.2,25.2,13,37.1,76.4
Changi,2014,3,26,0,0,0,0,28.7,34,25.7,11.5,36.7,78.3
Changi,2014,3,27,0,0,0,0,29.1,34.4,25.8,10.9,30.6,75.7
Changi,2014,3,28,0,0,0,0,28.6,32.7,26.2,10.8,34.9,79.9
Changi,2014,3,29,0.4,0.4,0.4,0.4,28.6,33.3,26.5,8.3,34.2,80.6
Changi,2014,3,30,0,0,0,0,28.4,32.3,25.8,9.1,32.4,79.5
